occupation,race,sex,age,education,education-num,hours-per-week,class
?,White,Male,54,HS-grad,9,45,<=50K
Craft-repair,White,Male,22,Some-college,10,50,<=50K
Priv-house-serv,White,Female,68,Some-college,10,30,<=50K
Exec-managerial,White,Female,56,Bachelors,13,40,<=50K
?,White,Male,23,HS-grad,9,40,<=50K
Adm-clerical,White,Male,69,9th,5,40,<=50K
Tech-support,White,Male,41,Bachelors,13,40,<=50K
Machine-op-inspct,Black,Female,33,HS-grad,9,40,<=50K
Sales,White,Female,18,11th,7,8,<=50K
Other-service,Black,Male,17,11th,7,16,<=50K
Handlers-cleaners,Black,Male,31,11th,7,40,<=50K
Tech-support,White,Male,50,Some-college,10,60,>50K
Handlers-cleaners,White,Female,62,10th,6,40,<=50K
Adm-clerical,White,Female,41,HS-grad,9,52,<=50K
Other-service,White,Female,20,HS-grad,9,40,<=50K
Sales,White,Male,23,Assoc-acdm,12,30,<=50K
Other-service,White,Male,18,HS-grad,9,20,<=50K
?,White,Male,53,7th-8th,4,40,<=50K
Craft-repair,White,Male,42,9th,5,40,<=50K
Prof-specialty,White,Male,23,Bachelors,13,40,<=50K
Adm-clerical,White,Female,43,HS-grad,9,40,<=50K
Sales,White,Male,47,HS-grad,9,55,<=50K
Other-service,White,Male,53,5th-6th,3,40,<=50K
Handlers-cleaners,White,Male,28,10th,6,40,<=50K
Protective-serv,White,Male,28,Some-college,10,40,<=50K
Prof-specialty,White,Male,44,Some-college,10,45,<=50K
Machine-op-inspct,White,Male,58,HS-grad,9,40,<=50K
?,White,Female,25,7th-8th,4,32,<=50K
Machine-op-inspct,White,Female,26,HS-grad,9,40,<=50K
Farming-fishing,White,Male,36,Some-college,10,8,<=50K
Other-service,White,Female,27,HS-grad,9,40,<=50K
Exec-managerial,White,Male,39,Doctorate,16,45,>50K
Exec-managerial,White,Male,25,Bachelors,13,40,<=50K
Other-service,White,Female,17,11th,7,15,<=50K
Exec-managerial,White,Male,39,Bachelors,13,50,<=50K
Machine-op-inspct,White,Male,52,HS-grad,9,40,<=50K
Sales,White,Female,24,Bachelors,13,50,<=50K
Farming-fishing,White,Male,26,Assoc-voc,11,55,<=50K
?,White,Female,24,Bachelors,13,40,<=50K
Handlers-cleaners,White,Male,32,HS-grad,9,40,>50K
Protective-serv,White,Male,49,Masters,14,40,>50K
?,White,Female,20,Some-college,10,25,<=50K
Farming-fishing,White,Male,40,11th,7,40,<=50K
Exec-managerial,White,Male,52,Prof-school,15,60,>50K
Adm-clerical,White,Male,33,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,19,HS-grad,9,20,<=50K
Prof-specialty,White,Male,37,Assoc-voc,11,40,<=50K
Tech-support,White,Female,21,Some-college,10,20,<=50K
Adm-clerical,White,Male,33,Some-college,10,36,<=50K
Prof-specialty,White,Female,28,Assoc-acdm,12,40,<=50K
Craft-repair,White,Male,48,HS-grad,9,40,<=50K
Tech-support,White,Male,43,Bachelors,13,40,<=50K
Machine-op-inspct,White,Male,32,HS-grad,9,40,<=50K
Other-service,White,Male,28,HS-grad,9,30,<=50K
Prof-specialty,Asian-Pac-Islander,Male,47,Bachelors,13,40,<=50K
Adm-clerical,White,Male,37,Bachelors,13,50,>50K
Sales,Black,Male,26,Some-college,10,30,<=50K
Other-service,White,Male,55,HS-grad,9,60,<=50K
Sales,White,Female,40,Assoc-acdm,12,40,<=50K
Exec-managerial,White,Male,31,Bachelors,13,40,>50K
Other-service,White,Male,39,HS-grad,9,40,>50K
Sales,White,Male,54,Some-college,10,54,>50K
Sales,Asian-Pac-Islander,Male,38,Some-college,10,40,<=50K
Farming-fishing,White,Male,53,HS-grad,9,85,<=50K
Prof-specialty,White,Female,27,Assoc-acdm,12,78,<=50K
Exec-managerial,White,Male,42,Bachelors,13,40,>50K
Adm-clerical,White,Female,62,Some-college,10,40,<=50K
Adm-clerical,White,Male,47,11th,7,58,<=50K
Exec-managerial,White,Female,26,Bachelors,13,50,<=50K
?,Black,Female,33,HS-grad,9,20,<=50K
Other-service,White,Male,59,Some-college,10,40,<=50K
Prof-specialty,White,Female,42,HS-grad,9,45,<=50K
Prof-specialty,White,Male,25,Bachelors,13,45,>50K
Sales,White,Male,58,HS-grad,9,36,<=50K
Sales,White,Female,30,Some-college,10,60,<=50K
Craft-repair,White,Female,21,Some-college,10,40,<=50K
Protective-serv,White,Male,61,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,33,Assoc-acdm,12,40,<=50K
Tech-support,White,Male,51,Masters,14,40,>50K
Exec-managerial,White,Female,70,Some-college,10,12,<=50K
?,White,Male,55,HS-grad,9,30,>50K
Craft-repair,White,Male,29,Some-college,10,50,<=50K
Prof-specialty,White,Female,46,Masters,14,44,<=50K
Exec-managerial,Asian-Pac-Islander,Female,35,Some-college,10,40,<=50K
Craft-repair,White,Male,31,HS-grad,9,43,>50K
Exec-managerial,White,Male,37,Some-college,10,42,>50K
Sales,White,Male,43,Some-college,10,43,>50K
Sales,White,Male,23,HS-grad,9,40,<=50K
Craft-repair,White,Male,41,HS-grad,9,44,>50K
Prof-specialty,White,Female,42,Bachelors,13,50,>50K
Adm-clerical,White,Female,26,10th,6,40,<=50K
Exec-managerial,White,Male,45,Some-college,10,40,>50K
Sales,White,Male,25,Assoc-acdm,12,40,<=50K
?,White,Male,33,7th-8th,4,40,<=50K
Machine-op-inspct,White,Male,38,Bachelors,13,50,>50K
Exec-managerial,White,Female,28,HS-grad,9,50,<=50K
Prof-specialty,White,Male,68,Assoc-voc,11,40,<=50K
Craft-repair,White,Male,42,HS-grad,9,40,>50K
Sales,White,Male,35,Masters,14,40,<=50K
Adm-clerical,White,Female,36,Some-college,10,40,<=50K
Craft-repair,White,Male,33,HS-grad,9,35,<=50K
Adm-clerical,White,Female,22,Some-college,10,30,<=50K
Protective-serv,White,Male,45,Bachelors,13,50,>50K
Other-service,White,Female,24,Some-college,10,40,<=50K
Other-service,White,Male,57,1st-4th,2,35,<=50K
Prof-specialty,White,Male,36,HS-grad,9,40,>50K
Adm-clerical,White,Female,41,HS-grad,9,40,<=50K
Prof-specialty,White,Female,26,Some-college,10,35,<=50K
Farming-fishing,White,Female,25,Some-college,10,50,<=50K
Farming-fishing,White,Male,53,Some-college,10,50,<=50K
Prof-specialty,White,Male,28,Assoc-acdm,12,40,<=50K
Prof-specialty,White,Female,30,Masters,14,40,<=50K
Craft-repair,White,Male,38,11th,7,40,<=50K
Protective-serv,White,Male,37,Some-college,10,48,<=50K
Prof-specialty,White,Male,30,Masters,14,38,<=50K
Machine-op-inspct,Black,Female,41,HS-grad,9,40,<=50K
?,Black,Male,29,Some-college,10,36,<=50K
Craft-repair,White,Male,31,Some-college,10,80,<=50K
Craft-repair,White,Male,36,HS-grad,9,55,<=50K
Exec-managerial,White,Male,59,HS-grad,9,60,<=50K
Craft-repair,White,Male,33,HS-grad,9,35,<=50K
Sales,White,Male,29,HS-grad,9,55,>50K
Machine-op-inspct,White,Male,49,Some-college,10,40,>50K
Craft-repair,White,Male,50,10th,6,56,<=50K
Exec-managerial,White,Male,33,Bachelors,13,45,>50K
Handlers-cleaners,White,Male,28,7th-8th,4,40,<=50K
?,White,Female,81,HS-grad,9,35,<=50K
Tech-support,White,Female,24,Some-college,10,16,<=50K
Craft-repair,White,Male,32,Some-college,10,50,<=50K
Transport-moving,Black,Male,47,HS-grad,9,40,>50K
?,Black,Male,44,HS-grad,9,40,<=50K
Exec-managerial,White,Male,24,Some-college,10,40,<=50K
Tech-support,White,Female,37,Some-college,10,36,>50K
Sales,White,Male,51,Bachelors,13,40,>50K
Transport-moving,White,Male,52,HS-grad,9,50,<=50K
Adm-clerical,White,Female,22,Some-college,10,40,<=50K
Other-service,Other,Male,28,Assoc-acdm,12,40,<=50K
Craft-repair,White,Male,47,Some-college,10,40,<=50K
Craft-repair,White,Male,43,HS-grad,9,40,<=50K
Exec-managerial,White,Male,25,HS-grad,9,45,<=50K
Transport-moving,White,Male,43,Some-college,10,60,>50K
Exec-managerial,White,Female,25,Bachelors,13,20,<=50K
Prof-specialty,White,Male,59,Masters,14,60,<=50K
Prof-specialty,White,Female,29,Assoc-acdm,12,35,<=50K
Machine-op-inspct,White,Female,30,9th,5,40,<=50K
Machine-op-inspct,Other,Female,24,Some-college,10,40,<=50K
Other-service,White,Male,38,Bachelors,13,40,<=50K
Exec-managerial,White,Male,37,HS-grad,9,60,>50K
Machine-op-inspct,White,Male,26,Preschool,1,40,<=50K
Other-service,White,Female,30,HS-grad,9,40,<=50K
Prof-specialty,White,Male,73,Masters,14,10,>50K
Machine-op-inspct,Black,Male,30,HS-grad,9,40,<=50K
Other-service,White,Male,33,HS-grad,9,40,<=50K
Transport-moving,White,Male,46,Some-college,10,58,<=50K
?,Black,Female,40,HS-grad,9,20,<=50K
Other-service,White,Male,18,11th,7,40,<=50K
Prof-specialty,White,Female,35,Bachelors,13,8,>50K
Adm-clerical,White,Female,22,HS-grad,9,40,<=50K
Sales,Black,Male,50,HS-grad,9,60,<=50K
?,Black,Male,62,7th-8th,4,40,<=50K
Exec-managerial,White,Male,39,Bachelors,13,40,>50K
Sales,White,Male,22,Some-college,10,40,<=50K
Adm-clerical,Black,Female,33,HS-grad,9,40,<=50K
Handlers-cleaners,Asian-Pac-Islander,Female,31,HS-grad,9,40,<=50K
Adm-clerical,White,Male,29,Bachelors,13,40,<=50K
Machine-op-inspct,White,Male,38,Some-college,10,45,>50K
Sales,White,Female,24,Bachelors,13,35,<=50K
Protective-serv,White,Female,29,HS-grad,9,40,<=50K
Adm-clerical,White,Male,49,Masters,14,40,>50K
Machine-op-inspct,White,Male,33,7th-8th,4,40,<=50K
Machine-op-inspct,White,Male,28,HS-grad,9,48,<=50K
Adm-clerical,White,Female,22,Bachelors,13,60,<=50K
Machine-op-inspct,White,Male,37,HS-grad,9,40,<=50K
Craft-repair,White,Male,30,HS-grad,9,50,<=50K
Craft-repair,White,Male,49,7th-8th,4,40,<=50K
Exec-managerial,White,Male,29,HS-grad,9,40,<=50K
Exec-managerial,White,Female,25,HS-grad,9,40,<=50K
Adm-clerical,White,Female,36,HS-grad,9,40,<=50K
Prof-specialty,White,Male,36,Doctorate,16,45,<=50K
Other-service,White,Male,21,HS-grad,9,22,<=50K
Other-service,White,Female,18,Some-college,10,30,<=50K
Protective-serv,White,Male,30,Assoc-voc,11,40,<=50K
Adm-clerical,Black,Female,44,Some-college,10,40,<=50K
Transport-moving,White,Male,40,Some-college,10,50,<=50K
Exec-managerial,White,Male,43,HS-grad,9,44,<=50K
Exec-managerial,White,Male,45,Bachelors,13,50,>50K
Sales,Asian-Pac-Islander,Female,29,Some-college,10,26,<=50K
Adm-clerical,White,Female,40,Some-college,10,40,<=50K
Other-service,White,Male,43,Some-college,10,48,<=50K
Other-service,White,Female,20,Some-college,10,20,<=50K
Tech-support,White,Male,32,Bachelors,13,20,<=50K
Other-service,White,Female,19,Some-college,10,16,<=50K
Machine-op-inspct,White,Male,21,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,23,Assoc-voc,11,40,<=50K
Other-service,Black,Female,24,11th,7,40,<=50K
Other-service,White,Male,52,Assoc-voc,11,32,<=50K
?,White,Female,51,Some-college,10,40,<=50K
Other-service,White,Male,19,Some-college,10,35,<=50K
Sales,White,Male,54,Some-college,10,45,>50K
Machine-op-inspct,White,Female,50,HS-grad,9,48,<=50K
Machine-op-inspct,White,Male,29,Some-college,10,40,<=50K
Tech-support,White,Male,17,10th,6,10,<=50K
Other-service,White,Female,47,HS-grad,9,37,<=50K
Prof-specialty,Black,Female,46,Bachelors,13,32,<=50K
Handlers-cleaners,White,Male,30,Some-college,10,44,<=50K
Other-service,White,Female,58,Some-college,10,30,<=50K
Prof-specialty,Black,Female,48,Bachelors,13,40,<=50K
Protective-serv,White,Male,23,Some-college,10,40,<=50K
Adm-clerical,White,Female,23,Assoc-voc,11,36,<=50K
Craft-repair,White,Male,45,HS-grad,9,40,<=50K
Sales,Black,Male,20,Some-college,10,20,<=50K
Machine-op-inspct,White,Male,26,7th-8th,4,48,<=50K
Prof-specialty,White,Female,50,Bachelors,13,40,>50K
Sales,White,Male,49,HS-grad,9,48,>50K
Other-service,White,Male,26,Some-college,10,40,<=50K
Adm-clerical,White,Male,47,Prof-school,15,40,<=50K
Sales,White,Male,31,12th,8,50,<=50K
?,White,Female,19,Some-college,10,40,<=50K
Other-service,White,Male,23,10th,6,40,<=50K
Craft-repair,White,Male,35,HS-grad,9,40,<=50K
Craft-repair,White,Male,46,Some-college,10,50,>50K
Craft-repair,White,Male,28,11th,7,40,<=50K
Exec-managerial,White,Male,58,Some-college,10,45,>50K
Adm-clerical,White,Female,21,HS-grad,9,40,<=50K
Sales,White,Female,50,10th,6,50,<=50K
?,White,Female,30,9th,5,30,<=50K
Prof-specialty,White,Female,31,Bachelors,13,40,<=50K
Adm-clerical,White,Female,31,Bachelors,13,20,<=50K
Craft-repair,White,Male,35,HS-grad,9,40,>50K
Prof-specialty,White,Male,33,Doctorate,16,60,>50K
Prof-specialty,White,Male,34,Masters,14,55,>50K
?,White,Male,67,Prof-school,15,10,>50K
Handlers-cleaners,White,Male,37,HS-grad,9,45,>50K
Prof-specialty,White,Male,48,Masters,14,40,>50K
Exec-managerial,Asian-Pac-Islander,Male,34,Bachelors,13,40,<=50K
Exec-managerial,White,Male,24,Some-college,10,40,<=50K
Priv-house-serv,White,Female,55,HS-grad,9,40,<=50K
Tech-support,White,Male,50,HS-grad,9,40,>50K
Sales,White,Male,40,Bachelors,13,60,>50K
Handlers-cleaners,White,Male,33,Bachelors,13,30,<=50K
Craft-repair,White,Male,51,Some-college,10,40,<=50K
Machine-op-inspct,White,Male,30,Some-college,10,40,<=50K
Machine-op-inspct,White,Male,41,HS-grad,9,40,<=50K
Exec-managerial,White,Male,47,Assoc-voc,11,40,>50K
Farming-fishing,White,Male,27,7th-8th,4,50,<=50K
Prof-specialty,White,Female,37,Bachelors,13,32,>50K
Craft-repair,White,Male,40,Assoc-voc,11,40,<=50K
Machine-op-inspct,White,Male,36,HS-grad,9,40,<=50K
Machine-op-inspct,Black,Male,37,HS-grad,9,40,<=50K
Prof-specialty,White,Male,38,Prof-school,15,35,>50K
Craft-repair,White,Male,40,Some-college,10,50,<=50K
Exec-managerial,White,Female,35,Bachelors,13,40,<=50K
Machine-op-inspct,White,Female,47,HS-grad,9,20,>50K
?,White,Male,20,Some-college,10,60,<=50K
Prof-specialty,White,Male,33,Masters,14,45,>50K
Adm-clerical,White,Female,45,Some-college,10,40,<=50K
?,White,Male,66,Some-college,10,40,>50K
Sales,Black,Female,35,HS-grad,9,38,<=50K
Adm-clerical,White,Male,32,11th,7,45,<=50K
Other-service,Black,Male,23,Some-college,10,50,<=50K
Other-service,White,Female,19,HS-grad,9,15,<=50K
?,White,Male,44,Some-college,10,40,<=50K
Handlers-cleaners,Black,Male,20,HS-grad,9,35,<=50K
Sales,White,Male,44,Bachelors,13,30,<=50K
Adm-clerical,White,Male,41,HS-grad,9,40,<=50K
Adm-clerical,White,Female,19,Some-college,10,40,<=50K
Other-service,White,Female,48,HS-grad,9,35,<=50K
Sales,White,Male,45,Some-college,10,65,>50K
Other-service,Asian-Pac-Islander,Male,40,7th-8th,4,42,<=50K
Craft-repair,White,Male,34,HS-grad,9,55,>50K
Sales,Other,Female,20,Some-college,10,40,<=50K
Adm-clerical,White,Female,33,Some-college,10,40,<=50K
Adm-clerical,White,Female,30,HS-grad,9,20,<=50K
Handlers-cleaners,White,Male,23,Some-college,10,32,<=50K
Other-service,White,Female,34,10th,6,38,<=50K
Craft-repair,White,Male,48,Some-college,10,40,>50K
?,White,Female,32,11th,7,49,<=50K
Craft-repair,Black,Male,42,Some-college,10,40,>50K
Adm-clerical,Asian-Pac-Islander,Male,22,HS-grad,9,40,<=50K
Craft-repair,White,Male,60,HS-grad,9,42,>50K
Exec-managerial,White,Male,42,Bachelors,13,55,>50K
Exec-managerial,White,Female,45,Bachelors,13,55,<=50K
Other-service,White,Female,47,HS-grad,9,32,<=50K
Exec-managerial,White,Female,29,Masters,14,40,>50K
Sales,White,Male,34,Bachelors,13,38,<=50K
Prof-specialty,White,Female,34,Bachelors,13,40,>50K
Adm-clerical,White,Male,39,HS-grad,9,40,<=50K
Prof-specialty,White,Female,29,Some-college,10,24,<=50K
Sales,White,Male,42,Some-college,10,60,<=50K
Other-service,Black,Female,48,11th,7,35,<=50K
Exec-managerial,Black,Male,53,Bachelors,13,40,>50K
Adm-clerical,White,Female,51,Some-college,10,45,<=50K
Farming-fishing,White,Male,44,Bachelors,13,90,<=50K
Exec-managerial,White,Male,46,Assoc-voc,11,60,>50K
Craft-repair,White,Female,51,Doctorate,16,60,>50K
Craft-repair,White,Female,32,Some-college,10,40,<=50K
?,Black,Male,22,HS-grad,9,30,<=50K
Other-service,White,Male,24,Some-college,10,45,<=50K
Prof-specialty,Black,Female,33,Assoc-voc,11,26,<=50K
Craft-repair,White,Male,47,HS-grad,9,90,<=50K
Prof-specialty,White,Male,64,Masters,14,50,<=50K
Exec-managerial,White,Male,62,Bachelors,13,50,>50K
Exec-managerial,White,Male,52,HS-grad,9,40,>50K
Sales,White,Female,39,HS-grad,9,40,<=50K
Prof-specialty,White,Male,42,HS-grad,9,48,<=50K
Sales,White,Male,38,Bachelors,13,42,>50K
Transport-moving,White,Male,55,7th-8th,4,50,<=50K
?,White,Female,29,HS-grad,9,27,<=50K
Prof-specialty,White,Female,42,Assoc-acdm,12,24,<=50K
Exec-managerial,White,Female,30,Assoc-acdm,12,50,>50K
Craft-repair,White,Male,32,9th,5,40,<=50K
?,White,Male,36,HS-grad,9,30,<=50K
Sales,Black,Female,50,11th,7,40,<=50K
Machine-op-inspct,Asian-Pac-Islander,Male,27,HS-grad,9,40,<=50K
Exec-managerial,White,Male,47,HS-grad,9,60,<=50K
Machine-op-inspct,White,Male,33,9th,5,35,<=50K
Adm-clerical,White,Male,48,Some-college,10,40,<=50K
Other-service,White,Male,23,7th-8th,4,35,<=50K
Exec-managerial,White,Male,31,Bachelors,13,40,>50K
Machine-op-inspct,Black,Male,26,Some-college,10,40,<=50K
Sales,Asian-Pac-Islander,Male,61,HS-grad,9,63,<=50K
Sales,Black,Male,50,Bachelors,13,40,<=50K
Prof-specialty,White,Male,49,Assoc-voc,11,40,>50K
?,White,Male,57,5th-6th,3,84,>50K
Other-service,Asian-Pac-Islander,Male,19,HS-grad,9,24,<=50K
Handlers-cleaners,White,Male,18,11th,7,15,<=50K
Other-service,White,Female,44,Assoc-acdm,12,99,<=50K
Sales,White,Male,54,Assoc-voc,11,50,<=50K
Protective-serv,White,Male,35,HS-grad,9,40,>50K
Prof-specialty,Asian-Pac-Islander,Male,27,Masters,14,20,<=50K
Farming-fishing,White,Male,50,HS-grad,9,50,<=50K
Craft-repair,White,Male,43,HS-grad,9,40,<=50K
Adm-clerical,White,Male,28,Some-college,10,40,<=50K
Exec-managerial,White,Male,47,HS-grad,9,40,<=50K
Farming-fishing,White,Male,21,Preschool,1,50,<=50K
Prof-specialty,White,Female,30,Prof-school,15,45,<=50K
Craft-repair,White,Male,19,HS-grad,9,45,<=50K
Other-service,White,Male,40,Some-college,10,40,<=50K
Sales,White,Male,55,Masters,14,50,>50K
?,White,Male,67,HS-grad,9,20,<=50K
Machine-op-inspct,White,Male,31,Assoc-voc,11,43,<=50K
Exec-managerial,White,Male,30,Assoc-voc,11,40,<=50K
?,White,Female,54,Preschool,1,40,<=50K
Prof-specialty,Amer-Indian-Eskimo,Female,51,Bachelors,13,43,<=50K
Transport-moving,White,Female,34,HS-grad,9,40,<=50K
Exec-managerial,White,Male,59,Masters,14,45,>50K
Exec-managerial,White,Female,50,HS-grad,9,38,<=50K
Machine-op-inspct,White,Male,29,HS-grad,9,40,<=50K
Farming-fishing,White,Male,17,10th,6,40,<=50K
Other-service,White,Female,24,HS-grad,9,30,<=50K
?,White,Male,52,Preschool,1,40,<=50K
Prof-specialty,White,Female,39,Masters,14,18,>50K
?,White,Female,18,12th,8,25,<=50K
Handlers-cleaners,Black,Male,32,Some-college,10,40,<=50K
?,White,Female,25,Some-college,10,50,<=50K
Machine-op-inspct,White,Female,34,HS-grad,9,45,<=50K
Prof-specialty,White,Male,44,HS-grad,9,40,>50K
Adm-clerical,White,Female,37,Some-college,10,40,<=50K
Exec-managerial,White,Female,39,Masters,14,65,>50K
Prof-specialty,White,Male,32,Prof-school,15,40,>50K
Other-service,White,Female,23,Some-college,10,28,<=50K
Adm-clerical,White,Male,45,Some-college,10,42,<=50K
Handlers-cleaners,White,Male,30,11th,7,40,<=50K
Other-service,White,Female,20,12th,8,10,<=50K
Craft-repair,White,Male,41,HS-grad,9,4,<=50K
Sales,White,Female,21,HS-grad,9,30,<=50K
Other-service,Asian-Pac-Islander,Male,48,7th-8th,4,30,<=50K
Prof-specialty,White,Male,31,HS-grad,9,45,>50K
Handlers-cleaners,Black,Male,34,Assoc-voc,11,40,<=50K
Other-service,Black,Male,25,HS-grad,9,40,<=50K
Craft-repair,White,Male,41,Bachelors,13,35,<=50K
Prof-specialty,White,Male,35,Prof-school,15,50,>50K
Exec-managerial,White,Female,42,Bachelors,13,40,<=50K
Transport-moving,White,Male,34,HS-grad,9,75,>50K
Machine-op-inspct,White,Male,44,10th,6,60,<=50K
Exec-managerial,White,Male,32,Bachelors,13,40,>50K
Sales,Asian-Pac-Islander,Male,25,Some-college,10,40,<=50K
Transport-moving,White,Male,23,11th,7,50,<=50K
Prof-specialty,Other,Male,36,Prof-school,15,40,>50K
Sales,White,Male,53,Bachelors,13,60,>50K
Prof-specialty,White,Male,27,Doctorate,16,52,<=50K
Adm-clerical,White,Female,27,Bachelors,13,65,<=50K
Exec-managerial,White,Female,57,HS-grad,9,45,<=50K
Sales,White,Female,17,11th,7,20,<=50K
Adm-clerical,White,Female,59,HS-grad,9,38,<=50K
Other-service,White,Female,34,HS-grad,9,40,<=50K
Transport-moving,White,Male,30,10th,6,55,<=50K
Adm-clerical,Black,Female,31,Assoc-acdm,12,45,<=50K
?,White,Male,18,11th,7,40,<=50K
Sales,White,Male,23,Some-college,10,30,<=50K
Transport-moving,White,Male,19,HS-grad,9,40,<=50K
Farming-fishing,White,Male,20,Assoc-voc,11,40,<=50K
Sales,White,Male,52,HS-grad,9,40,<=50K
Prof-specialty,White,Male,39,Bachelors,13,50,>50K
Other-service,White,Female,27,HS-grad,9,50,<=50K
Sales,White,Female,19,Some-college,10,35,<=50K
Prof-specialty,White,Female,38,Bachelors,13,15,<=50K
Handlers-cleaners,White,Male,19,HS-grad,9,16,<=50K
Prof-specialty,White,Female,34,Bachelors,13,40,>50K
Transport-moving,White,Male,41,HS-grad,9,45,<=50K
Machine-op-inspct,White,Female,23,HS-grad,9,40,<=50K
?,White,Male,24,Assoc-acdm,12,12,<=50K
Adm-clerical,White,Female,24,Bachelors,13,40,<=50K
Transport-moving,Amer-Indian-Eskimo,Male,22,10th,6,84,<=50K
Prof-specialty,White,Male,45,Prof-school,15,60,>50K
Exec-managerial,White,Male,45,HS-grad,9,60,>50K
Exec-managerial,Asian-Pac-Islander,Male,48,Bachelors,13,40,>50K
Sales,White,Male,42,Bachelors,13,60,<=50K
Sales,White,Male,35,Some-college,10,50,<=50K
Other-service,Amer-Indian-Eskimo,Female,32,HS-grad,9,40,<=50K
Exec-managerial,White,Female,51,HS-grad,9,32,<=50K
Exec-managerial,White,Male,59,Some-college,10,40,>50K
Transport-moving,White,Male,31,HS-grad,9,40,<=50K
Tech-support,White,Male,27,Bachelors,13,50,<=50K
Handlers-cleaners,Black,Male,29,Bachelors,13,80,>50K
Adm-clerical,White,Female,57,Assoc-acdm,12,35,<=50K
Other-service,White,Male,40,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,31,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,23,7th-8th,4,40,<=50K
Adm-clerical,White,Female,42,HS-grad,9,35,<=50K
Sales,White,Male,60,HS-grad,9,40,<=50K
Exec-managerial,White,Female,53,Masters,14,50,>50K
?,White,Female,20,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,27,HS-grad,9,40,<=50K
Transport-moving,White,Male,31,HS-grad,9,45,<=50K
Craft-repair,White,Male,29,Bachelors,13,40,<=50K
Farming-fishing,White,Male,22,Bachelors,13,40,<=50K
Prof-specialty,White,Female,42,Bachelors,13,38,>50K
