MeanAtomicMass,MeanAtomicValN,MeanAtomicMagnMom,MeanAtomicElNeg,MaxDiffAtomicMass,MaxDiffAtomicElNeg,T_c(K)
67.33,7,3.01,2.19,26.97,0.89,11.2
57.61,4.44,1.57,2.56,122.91,2.34,32
53.77,5.72,1.72,1.95,164.16,1.35,6.16
57.89,4.42,1.56,2.55,122.91,2.55,34
56.28,4.42,1.54,2.55,122.91,2.49,17.7
138.97,5.68,3.21,2.03,68.47,1.1,1.8
82.37,6.17,2.11,2.37,160.16,0.93,3.3
51.78,3.94,1.36,2.5,121.33,2.55,82
54.4,4.02,1.44,2.49,124.91,2.55,4.6
53.07,5,3,1.64,70.82,0.42,2.63
126.75,5.25,3.25,2.14,175.4,0.46,5.1
38.11,3.89,1.38,2.57,192.98,2.49,75
88.39,5.23,2.03,2.35,216.04,2.34,2.85
51.46,4.02,1.4,2.52,141.25,2.55,40.4
69.92,5.66,2.74,1.8,31.78,1.23,9.2
51.23,4.02,1.39,2.52,121.33,2.55,93
52.79,4.28,1.48,2.65,158.97,2.55,91
67.56,5.49,2.21,2.58,130.23,2.32,10.5
92.04,4.35,2.07,1.4,11.68,0.95,5.95
118.21,4.65,2.25,1.88,37.84,1.1,3.75
113.11,6.13,5.75,2.07,93.3,0.56,5
35.99,3,1,1.52,42.74,0.9,4.78
114.79,2.99,0.99,1.78,2.4,0.09,3.34
60.66,4.47,1.67,2.57,192.98,2.49,62
64.66,2.78,1.4,1.75,112.03,0.78,0.7
57.3,4.11,1.36,2.43,184.59,2.49,28
80.05,6.79,3.71,2.22,134.36,2.81,4.26
53.95,4.04,1.45,2.5,124.91,2.55,4
46.38,5.26,2.39,2.71,121.33,2.55,0.98
58.25,4.4,1.6,2.51,192.98,2.62,87
80.76,2.28,0.86,1.73,121.33,2.62,91.4
81.68,2.2,0.66,1.62,188.38,2.55,133.5
50.55,4.04,1.4,2.54,121.33,2.55,89
83.59,2.6,0.96,1.65,192.98,2.49,104.5
81.78,4.45,1.78,2.4,192.98,2.49,35
66.62,5.19,2.69,1.8,104.16,1.18,24
95.78,2.9,1.21,1.79,192.98,2.49,85
102.32,5.29,1.88,2.01,122.45,1.33,5.4
135.69,6.97,2.32,2.14,89.31,0.18,3.2
103.52,4,2.19,1.71,191.2,2.49,38
88.5,4.62,4.24,1.64,23.18,0.21,13.3
93.42,2.89,1.14,1.76,192.98,2.49,53
58.23,5.12,2.26,2.56,134.36,2.49,37
54.53,4.35,1.77,2.52,141.25,2.55,84.1
81.14,2.3,0.86,1.73,121.33,2.55,58
77.8,2.83,1.17,1.57,109.24,1.04,1.21
206.9,3.89,1.89,2.25,2.82,0.71,6.88
130.51,3.33,1.33,1.82,94.16,0.24,4.1
76.23,5.25,2,2.11,148.89,1.63,3.16
89.8,3.29,1.86,1.73,141.25,2.55,94.7
56.47,4.45,1.84,2.42,135.97,3.44,94
59.15,4.47,1.61,2.55,192.98,2.49,35.8
52.58,4.31,1.33,2.49,192.98,3.44,71.3
39.2,3.9,1.3,2.5,121.33,2.55,78
79.82,5.61,2.79,1.78,81.48,1.29,6.2
15.53,2.75,0.75,1.82,16.17,0.73,32.4
69.53,4.66,1.75,2.6,192.98,2.49,6.8
45.25,3.79,1.7,2.03,89.06,1.33,11.2
131.78,6.76,5.24,2.18,94.28,0.04,5.65
49.66,4.11,1.43,2.57,122.91,2.55,87.9
128.43,6.65,5.35,2.11,99.13,0.38,7.4
45.89,4.66,2.66,1.66,67.98,1.2,12.2
121.18,7.21,1.39,2.13,21.18,0.1,1.85
51.1,4.13,1.44,2.52,121.33,2.55,49
45.43,4.03,2.02,1.8,137.9,1.2,28.2
81.14,2.38,0.89,1.74,121.33,2.55,91
127.07,3,1.25,1.92,192.98,2.49,70.1
56.43,4.42,1.87,2.51,141.25,2.55,66.1
178.65,8.91,3.08,2.21,89.31,0.08,0.1
89,4.79,4.4,1.67,91.73,0.41,7.8
52.93,4.06,1.44,2.52,124.91,2.55,40
124.31,5.71,3.24,2.03,89.16,1.07,0.81
35.62,4.46,1.51,2.68,75.61,2.49,31
91.63,4.17,2.04,1.36,11.68,0.95,5
38.15,4.11,1.36,2.54,72.91,2.49,77
56.65,4.43,1.55,2.55,122.91,2.49,18
58.47,4.99,2.11,2.56,124.91,2.32,24.3
56.04,4.76,2.45,1.69,18.78,0.28,11.9
52.19,4.08,1.46,2.52,134.36,2.55,80
59.38,4.46,1.64,2.57,192.98,2.49,86
90.93,5.67,2.33,1.86,107.93,1.18,2.5
126.79,3.78,1.78,1.75,113.33,0.86,6.26
97.67,4.71,4.14,1.69,70.84,0.42,17.9
89.29,7,3,1.99,71.75,0.72,11
53.97,4.5,1.27,2.41,157.06,3.44,75
73.57,6.51,3.7,2.1,149.35,2.27,55.3
90.94,5.64,2.36,2.69,192.98,1.42,3.7
50.54,4.04,1.38,2.52,121.33,2.55,80.8
51.5,3.99,1.38,2.51,121.33,2.55,92.4
101.21,4.83,2.17,1.7,203.95,0.6,2
15.61,2.72,0.72,1.8,44.13,0.73,33.3
231.96,4.01,2.01,1.3,74.79,0.1,1.11
53.34,4.51,1.92,2.51,141.25,2.55,4
97.04,2.99,1.26,1.77,192.98,2.62,78
95.95,6,6,2.16,40.11,0.33,0.51
52.93,4.12,1.35,2.5,188.38,2.49,35
64.67,6.05,2.61,2.04,39.87,1.73,31.9
158.06,6.3,4.3,2.22,85.93,0.46,5.75
56.88,4.41,1.55,2.55,122.91,2.49,40
68.99,5.52,2.48,2.16,122.91,2.88,10.8
64.56,4.42,1.79,2.5,191.2,3.44,73
97.74,3.96,1.96,2.05,220.03,1.28,10.3
128.67,5.33,2.33,2.31,145.43,0.65,3.38
151.88,4.25,1.65,2.25,69.37,0.44,1.58
42.1,3.93,1.28,2.48,121.33,2.55,116
46.93,4.16,1.43,2.51,122.91,2.44,51
80.21,2.34,0.91,1.73,128.24,2.55,83
25.62,2.29,0.29,1.56,229.02,0.27,0.57
72.01,4.71,1.8,2.61,192.98,2.49,18.1
79.93,5.65,2.75,1.78,81.48,1.29,22
81.58,5.64,2.76,1.8,81.48,1.39,17.8
47.21,3.85,1.35,2.44,128.24,2.49,44
63.42,4.92,1.98,2.04,31.1,1.01,3.95
98.19,3.02,1.27,1.78,192.98,2.49,85.5
48.6,4.24,2.24,1.56,3.07,0.09,4.38
123.33,4.69,2.28,1.93,145.27,0.84,1.5
89.95,2.71,1.11,1.73,192.98,2.49,107
51.24,4.02,1.39,2.52,121.33,2.55,86.5
56.74,4.41,1.54,2.55,122.91,2.49,7.85
47.95,4.02,1.32,2.48,192.98,2.55,113
87.51,6,2.4,2.34,189.98,3.98,2.2
78.69,5,2.2,2.06,30.28,0.27,2.56
51.22,3.99,1.38,2.52,121.33,2.55,88.2
58.07,5.47,2.93,1.79,51.93,1.25,34
168.56,3,1,1.68,89.56,0.16,2.52
20.17,3.67,1.89,2.36,73.46,1.73,0.03
73.82,6.78,3.72,2.17,134.36,2.81,46.8
50.8,4.02,1.4,2.53,122.91,2.55,82
55.44,4.51,1.92,2.5,141.25,2.55,32
47.27,3.71,1.71,2.05,171.83,1.33,14.5
53.92,5.8,1.6,1.95,164.16,1.33,11.8
65.08,4.16,1.33,2.5,188.38,3.09,110
51.67,3.98,1.37,2.51,121.33,2.55,50.08
96.7,4.5,2.5,2.17,164.48,1.74,6.6
51.18,4.11,1.41,2.52,121.33,2.55,46
50.35,4.31,1.42,2.54,157.06,3.44,76
58.35,5.01,2.12,2.56,124.91,2.32,15.4
33.21,5,1.85,2.46,58.92,2.44,36
57.92,4.44,1.57,2.55,124.12,2.34,15
184.5,9.09,2.73,2.2,85.8,0,0.05
53.78,4.71,1.33,2.47,157.06,3.44,87
60.98,4.41,1.48,2.48,192.98,2.49,50.6
150.1,6.6,5.4,2,90.26,0.26,6.49
104.14,5.67,3,1.91,159.26,0.87,7.44
47.58,4.33,1.44,2.6,195.19,2.49,70
45.86,3.8,1.3,2.45,72.91,2.49,38.6
51.62,4.01,1.39,2.51,121.33,2.55,85
120.32,4.39,1.94,1.85,36,1.18,3
110.52,8,0.67,2.12,12.29,0.24,0.41
63.19,5.22,4.44,2.31,83.94,0.39,8.9
62.56,4.47,1.63,2.55,192.98,2.49,60
65.22,5.11,2.61,1.8,100.83,1.18,21
98.13,3.01,1.26,1.81,192.98,2.49,68
44.1,4.08,1.46,2.53,79.95,2.49,40
45.04,4.12,1.45,2.54,170.21,2.49,63
53.02,7.31,1.69,1.95,156.45,1.31,8.5
57.25,4.71,1.63,2.51,146.5,2.55,78
50.96,4.02,1.38,2.52,121.33,2.55,75
47.98,3.95,1.3,2.47,192.98,2.49,107
50.33,4.8,2.8,1.61,3.07,0.09,7.46
79.39,4.7,4.1,1.58,45.04,0.06,10.1
73.28,5.4,2.4,1.82,155.01,1.28,13
68.82,5.97,3.75,2.34,175.14,2.58,13.6
126.3,4,1.29,1.75,89.31,1.16,0.64
48.14,4.68,2.68,1.69,41.64,0.27,10.5
59.6,5.24,2.37,2.56,128.24,2.32,21.3
57,4.38,1.55,2.54,122.91,2.49,26.4
51.11,4.12,1.44,2.52,121.33,2.55,63
165.78,8.71,3.29,2.2,91.15,0,0.18
113.89,6.21,3.5,2.25,31.65,0.56,2.4
188.7,4.5,1.5,2.34,100.78,0.34,3.02
58.03,7,3,2.2,46.91,0.75,3.73
57.45,4.42,1.56,2.55,122.91,2.49,11.7
51.36,4,1.39,2.52,122.91,2.55,94
124.41,3.86,1.86,1.52,50,0.95,0.13
125.68,4.83,2.83,2.11,173.03,0.86,1.94
60.34,4.43,1.62,2.55,192.98,2.49,51.3
140.28,6.33,3,1.63,122.01,0.38,0.82
60.22,4.4,1.61,2.55,192.98,2.49,89
15.67,2.68,0.67,1.8,54.57,0.73,38.5
56.81,4.41,1.55,2.55,122.91,2.49,28.7
157.35,6.67,2,1.78,104.6,1.25,5.7
100.05,7.6,4.4,2.19,5.12,0.04,1.66
59.19,4.38,1.58,2.56,192.98,2.49,90.8
60.87,4.53,1.6,2.56,192.98,2.49,94
69.4,5.76,2.79,2.13,124.91,2.49,12
80.31,6.2,1.8,1.79,80.21,0.91,0.69
51.19,4.05,1.41,2.52,121.33,2.55,62
14.02,4.2,2,2.55,20.05,0.03,38
94.31,4.14,1.22,1.72,192.98,2.49,80
51.37,4.04,1.38,2.52,121.33,2.55,67.04
68.37,5.86,3.65,2.38,175.14,0.62,10
39.6,3.82,1.38,2.55,192.98,2.49,80
118.51,3.04,1.04,1.8,92.38,0.55,3.68
49,5.38,2.77,2.68,121.33,2.55,18.05
63.15,5.87,2.58,1.97,39.87,1.73,32
202.03,7.5,2.5,2.15,13.9,0.26,1.21
138.96,3.03,1.03,1.1,5.34,0.04,5.18
60.57,4.46,1.66,2.57,192.98,2.49,79.3
133.4,4.5,1.2,1.81,80.27,1.16,2.1
17.29,4.2,1.69,2.57,191.21,2.51,3.94
47.5,4.4,1.02,2.38,63.9,2.51,10.5
81.18,4.42,1.75,2.4,192.98,2.49,32
116.73,4,1.29,1.76,37.21,1.16,2.25
47.51,4,1.38,2.53,121.33,2.55,82
60.89,1.93,0.67,1.56,71.62,2.49,75
70.31,4.95,1.88,2.66,192.98,2.62,29.5
59.6,4.31,1.42,2.56,192.98,2.49,27
57.19,5.02,2.23,2.41,135.97,3.44,62
66.02,5.03,1.65,2.52,192.98,3.44,27
86.73,5.82,2.58,2.36,192.98,2.84,4.24
81.37,1.86,0.71,1.61,121.33,2.55,53
43.18,4.2,1.47,2.54,72.91,2.49,46
50.38,4.08,2.08,1.81,137.9,1.2,35.7
198.85,8.17,2.83,2.05,39.82,0.9,3.93
51.54,4.09,1.5,2.51,128.24,2.55,70
50.12,3.98,1.28,2.47,188.38,2.55,119
57.93,4.45,1.57,2.55,124.12,2.34,23.5
56.81,4.41,1.55,2.55,122.91,2.49,34.8
68.52,5.26,1.98,2.21,31.1,1.01,1.52
55.44,3.95,1.21,2.4,121.33,2.55,50
53.69,4.31,1.33,2.5,192.98,3.44,85
68.72,4.12,1.35,2.5,184.59,2.55,40
58.62,4.42,1.61,2.56,192.98,2.49,73
43.05,4.78,1.42,2.54,197.44,2.55,107
12.29,2.53,0.13,1.59,49.68,0.34,0.88
82,7,3,2.05,71.75,0.72,14.8
60.96,5.58,2.75,2.05,121.33,2.62,36
81.14,5.86,2,1.51,32.53,0.58,2.44
167.65,4.01,1.04,2.02,124.34,2.54,0.36
52.48,4,1.38,2.46,121.33,2.55,90
53.96,4.66,1.61,2.5,146.5,2.55,29.9
89.89,5.62,2.35,2.69,192.98,1.54,2.6
82.83,4.38,1.72,2.4,192.98,2.49,24
51.21,3.92,1.38,2.51,121.33,2.55,50
14.99,3.67,1.89,2.36,27.09,1.73,0.15
18.97,2.71,0.71,1.82,196.39,1.02,35
56.01,4.43,1.82,2.44,135.97,3.44,77.8
17.67,2.52,0.52,1.68,44.13,0.73,37.4
56.23,4.05,1.4,2.43,184.59,2.49,55
49.38,4.16,1.11,2.56,121.33,3.09,87
15.36,2.71,0.71,1.82,13.49,1.24,32.9
158.19,5.37,2.19,2.01,81.38,1.21,2.8
119.74,7.33,1.37,2.13,68.91,0.29,1.4
58.47,4.99,2.12,2.56,124.91,2.32,21.5
81.46,2.29,0.86,1.73,121.33,2.55,97
48.02,4.17,1.44,2.51,122.91,2.49,51.5
204.56,6.87,3.13,1.9,41.81,0.9,3.73
190.28,3.9,1.9,2.02,68.29,1.23,0.37
15.4,2.7,0.7,1.81,16.17,0.73,37.8
180.75,4.92,2.92,1.48,2.46,0.2,5.38
69.49,5.34,2.01,2.21,133.08,1.05,1.02
92.97,5,5,1.6,64.34,0.4,9.18
67.87,5.06,2.56,1.8,98.83,1.18,26.1
71.35,5.66,2.68,1.81,50.58,1.25,8.7
121.84,4.65,1.55,1.96,12.78,0.32,1.06
57.49,4.47,1.59,2.56,122.91,2.34,40
55.97,4.53,1.42,2.51,162.49,2.55,80.9
47.91,4.04,1.4,2.53,121.33,2.55,63.7
53.97,4.03,1.52,2.45,141.25,2.55,80
50.99,4.08,1.47,2.52,124.91,2.55,17
59.72,4.54,1.63,2.6,192.98,2.49,23.5
51.34,4.01,1.39,2.51,124.91,2.55,100
117.45,3.6,1.6,1.91,6.3,0.27,3.65
86.96,3.29,1.86,1.74,141.25,2.55,89.4
72.96,3.91,1.15,2.44,184.59,2.55,93
82.32,2.59,0.84,1.67,184.59,2.55,128.4
75.95,5.87,3.65,2.39,175.14,0.42,5.4
58.01,4.71,1.45,2.51,162.49,2.55,79.9
39.99,5.5,1.5,1.94,78.1,1.33,14.3
122.47,4,1.29,1.75,89.31,1.16,0.94
74.02,3.89,1.14,2.43,184.59,2.55,92.1
49.72,3.93,1.4,2.54,122.91,2.55,74.3
58.55,4.89,1.37,2.5,152.94,2.55,92.5
51.54,3.98,1.38,2.51,121.33,2.55,80.5
50.39,3.97,1.39,2.53,121.33,2.55,87
51.27,4.03,1.38,2.51,121.33,2.55,69.5
54.52,4.48,2.48,2.14,77.22,1.71,3
60.07,4.48,1.61,2.55,192.98,2.49,87
79.81,5.63,2.77,1.78,81.48,1.29,11.3
81.9,2.32,0.89,1.73,124.91,2.55,72.2
131.57,4.98,1.98,2.06,92.38,0.55,2.57
50.71,4.21,1.47,2.53,121.33,2.55,32
97.98,3.33,1.33,1.8,192.98,2.49,78
120.48,7.32,1.38,2.13,24.69,0.18,1.65
59,4.04,1.31,2.47,188.38,2.55,110
47.68,4,1.38,2.52,122.91,2.55,64
56.35,4.5,2.5,1.67,63.88,0.18,11.5
45.24,4.15,1.49,2.55,192.98,2.49,20.6
25.38,2.29,0.29,1.56,229.02,0.66,0.99
80.02,2.55,0.92,1.81,191.2,2.49,45
50.18,3.99,1.43,2.53,142.93,3.44,78
79.91,5.64,2.76,1.78,81.48,1.29,14.1
64.61,2.82,1.41,1.74,112.03,0.78,0.62
75.12,4.47,3.93,1.61,65.92,0.3,18.7
46.26,4.67,1.5,2.7,121.33,2.55,84.5
77.36,2.27,0.88,1.78,122.91,2.55,71.9
79.4,2.82,1.39,1.74,128.24,2.55,34.25
47.82,3.9,1.24,2.47,192.98,2.49,102
66.64,4.81,2.33,2.02,137.9,2.34,35
81.47,2.29,0.85,1.73,121.33,2.55,62
58.89,4.99,2.11,2.56,128.24,2.34,23
50.89,4.33,1.35,2.53,191.2,3.44,64.95
70.65,2.38,1.05,1.89,122.91,2.55,59.8
24.19,2.25,0.25,1.63,60.71,0.24,6.7
56.42,4.42,1.55,2.55,122.91,2.49,13.02
122.36,2.8,1.6,2.22,124.34,0.53,0.32
92.66,3.86,0.99,1.74,151.26,2.55,73.1
77.52,2.5,0.79,1.75,191.2,2.49,22.5
57.28,4.41,1.55,2.55,122.91,2.55,31.7
96.09,5.92,1.36,1.61,15.2,0.87,2.24
82.99,2.29,0.86,1.74,158.97,2.55,89.7
112.17,3.8,1.8,1.53,171.94,0.07,1
53.99,4,1.43,2.49,124.91,2.55,26
14.99,2.69,0.69,1.81,13.49,0.73,5.7
72,6.03,2.97,2.15,124.91,2.31,16
48.35,5.09,2.09,2.61,141.25,2.49,61
104.35,8.04,3.96,2.2,91.15,0,0.41
181.06,5.04,3.04,1.53,2.89,0.86,3.5
96.58,5.9,4.48,1.77,104.06,0.94,2.52
50.37,4.18,1.3,2.61,121.33,3.09,55
85.98,7.1,3.1,1.97,71.75,0.72,10.9
42.78,4.13,1.36,2.52,72.91,2.49,27
64.69,4.05,1.25,2.55,184.59,2.55,51
60.39,3.89,1.19,2.46,184.59,2.55,98
58.33,4.6,2.6,1.69,70.82,0.42,6.9
96.87,3.7,1.7,2.09,192.98,2.49,14.79
116.65,6.67,2,2.1,15.34,0.15,1.25
49.16,5.13,2.13,2.62,141.25,2.49,13
50.81,4.16,1.42,2.52,121.33,2.55,75.1
87.2,2.3,0.87,1.72,122.91,2.55,54.3
206.07,3.6,1.6,2.05,2.82,0.71,5.8
52.67,7.17,1.84,1.95,154.12,1.32,5
90.62,3.07,0.93,1.73,151.26,2.55,87
90.32,2.72,1.11,1.72,192.98,2.49,104
51.25,4,1.38,2.52,121.33,2.55,85
94.57,5.32,1.56,1.52,15.2,0.87,2.88
50.54,4.03,1.5,2.45,170.21,2.49,25
105.48,2.44,1,2.02,127.24,0.73,1.59
59.79,5.6,2.8,1.8,43.95,1.19,11
68.79,4.79,1.95,1.82,164.13,0.93,7.95
52.67,3.93,1.37,2.49,122.91,2.55,32.9
156.94,3.75,1.75,1.88,88.49,1.23,1.18
47.74,4.87,1.99,2.52,135.97,3.44,70
67.73,5,3.8,1.62,41.96,0.03,4.11
96.91,4.7,4.2,1.68,48.99,0.36,17.8
90.33,4.5,2.49,1.7,141.25,2.49,34
91.75,3.25,1.5,1.76,192.98,3.44,46.5
50.98,3.99,1.38,2.52,121.33,2.55,81.5
46.65,4.23,1.37,2.59,188.38,2.55,121
56.74,4.41,1.55,2.55,122.91,2.55,24
50.98,4.02,1.39,2.53,121.33,2.55,92
83.83,5.72,3.61,2.29,56.85,1.73,2.1
51.89,3.96,1.37,2.5,121.33,2.55,75.8
79.9,5.69,2.71,1.79,81.48,1.29,3.53
83.54,5.68,5.37,2.19,83.94,0.65,7.6
135.2,5,1.86,1.67,119.59,1.1,4.7
82.2,6.98,4.08,1.62,96.12,2.18,2
97.69,6.75,5.25,2.19,6.96,0.12,6.6
158.95,7,3,2.36,183.07,0.27,1.2
84.67,2.11,0.56,1.66,184.59,2.55,135
25.36,2.28,0.28,1.56,229.02,0.27,0.53
171.24,5.72,2.34,2.31,104.29,0.05,1.32
78.7,2,0.55,1.62,184.59,2.55,125
53.28,4.69,1.61,2.52,146.5,2.55,83
58.19,4.59,1.73,2.55,128.24,2.55,11
159.91,7.5,2.5,2.15,64.62,0.1,3
87.46,6.06,2.66,2.41,192.98,2.84,5.32
50.35,4.11,1.42,2.54,121.33,2.55,55
49.71,3.94,1.4,2.54,121.33,2.55,70.3
84.43,7,3,2.03,71.75,0.72,14.8
57.87,5.09,4.18,2.33,85.14,0.51,12.2
76.55,6.78,3.82,2.1,134.36,2.27,55
87.81,4.56,4.12,1.65,23.18,0.21,15.6
147.44,8,1.2,2.13,102.56,0.18,3.7
76.1,5.61,2.79,1.78,98.23,1.36,14
104.14,6.5,0.5,1.85,25.91,0.98,1.04
56.76,4.38,2.38,1.69,18.78,0.18,15.4
206.74,4,1.99,2.33,92.38,0.55,7.18
69.01,5.74,2.74,2.12,124.91,2.49,21.9
57.89,4.42,1.56,2.55,122.91,2.55,27
51.82,4.96,3.83,2.33,78.9,2.13,17.6
47.73,4.01,1.39,2.52,121.33,2.55,73.9
123.09,6.61,2.21,1.91,64.35,1.04,0.97
61.55,3.97,1.25,2.45,184.59,2.49,40
122.07,5.67,2.5,1.97,179.42,1.08,3.5
15.84,2.87,0.87,1.86,16.17,0.73,12
40.41,5.51,1.5,1.94,129.31,1.43,13.8
135.73,6.4,2.8,1.92,209.94,0.82,1.1
51.61,3.98,1.37,2.53,121.33,2.55,92.8
76.04,5.56,2.84,1.78,98.23,1.36,15
17.54,2.73,0.73,1.8,80.41,0.73,37.3
187.61,8.03,3.97,2.2,87.32,0.08,0.09
53.68,4.02,1.4,2.52,122.91,2.55,10.4
58.32,4.08,1.31,2.48,188.38,2.55,93
122.62,5.6,1.8,1.91,122.45,1.18,8.1
78.47,4,2.67,1.93,26.23,0.35,9.5
70.35,4.05,1.27,2.44,184.59,2.55,91
71.17,4.7,1.79,2.6,192.98,2.49,12
85.61,2.2,1.4,1.92,55.16,0.06,2.26
57.6,4.02,1.4,2.52,158.97,2.55,86
51.41,4.01,1.39,2.52,124.91,2.55,92
45.16,4.51,1.32,2.5,188.38,3.44,87.5
56.42,4.42,1.55,2.55,122.91,2.49,32
58.88,4.38,1.62,2.55,192.98,2.51,86
74.94,3.59,1.99,1.88,26.23,0.56,8
77.07,5.6,2.8,1.85,45.22,1.25,17.2
183.07,5.75,2.85,1.62,14.14,0.78,0.4
74.34,6.77,3.73,2.16,134.36,2.27,15
102.53,2.8,0.7,1.85,184.59,2.55,63
55.15,4.31,1.71,2.52,128.24,2.55,36
102.32,6.08,4.43,1.77,102.18,0.68,5.1
83.36,2.46,0.69,1.73,184.59,2.49,90
87.51,4.64,4.2,1.64,37.97,0.26,8.87
41.2,3.59,1.2,2.38,71.62,2.49,5
56.75,4.68,1.62,2.52,146.5,2.55,87.1
76.19,4.29,1.37,2.51,188.38,2.55,16
98.68,3.05,1.3,1.77,192.98,2.49,88.9
73.09,2.41,0.84,1.74,126.52,2.55,55
113.81,6,3.33,2.15,48.63,0.45,1.12
55.3,4.36,1.8,2.51,141.25,2.55,86.3
54.23,4.44,1.64,2.56,192.98,2.44,72.5
59.83,4.11,1.34,2.49,188.38,2.55,95.8
74.9,2.6,1,1.83,131.97,2.55,90
67.59,5.34,1.66,2.52,192.98,3.44,37
47.69,4.05,1.43,2.52,128.24,2.55,71
47.97,4.17,1.67,1.64,58.92,2.44,31.6
47.72,3.79,1.21,2.44,184.59,2.55,110
184.05,1.5,1.17,2.44,78.26,0.58,0.59
49.01,3.89,1.39,2.52,130.39,2.55,58
74,6.38,3.46,1.89,50.13,0.57,5.67
55.88,4,1.28,2.45,188.38,2.55,118
121.55,4.9,1.9,2.02,48.63,0.77,3.3
94.51,5.4,1.8,1.64,14,1.06,1.48
164.32,6,2,1.84,120.07,1.06,0.98
104.09,5.22,1.89,2.28,189.98,2.88,5.24
83.25,6,2.83,1.92,112.03,1.08,1.25
69.94,4.77,1.86,2.59,192.98,2.49,27.4
81.92,4.49,1.83,2.4,192.98,2.49,35
49.23,3.93,1.4,2.54,121.33,2.55,80
110.68,6,3.33,2.15,95.54,0.48,1.3
61.77,5.76,3.5,2.31,63.89,1.36,2.1
78.59,4.85,1.65,2.69,192.98,2.55,12.5
53.53,4.18,1.64,2.49,141.25,2.55,73
184.26,8.14,3.86,2.21,89.31,0.08,0.06
50.19,5.09,2.24,2.49,135.97,3.44,30.2
40.03,5.42,1.49,1.94,78.1,1.33,14.7
60.66,4.41,1.61,2.56,192.98,2.49,41.3
55.89,4.47,1.54,2.55,122.91,2.49,34.4
101.11,3.01,1.51,1.91,192.98,2.49,96.9
78.54,4.82,1.62,2.7,192.98,2.55,2.91
55.59,4.91,1.71,2.03,126.89,1.45,3.31
187.55,7.32,3.34,2.33,11.24,0.08,3.02
151.91,6.62,5.38,2,90.26,0.26,5.7
56.36,4.75,2.75,1.72,21.69,0.38,8.6
51.24,4,1.38,2.52,121.33,2.55,92
54.22,3.99,1.38,2.53,158.97,2.55,54
207.65,4.25,2.25,2.25,1.78,0.31,6.9
165.41,5.6,3.6,2.16,92.62,1.03,2.01
184.84,1.46,1.16,2.45,78.26,0.58,0.53
32.6,4.96,2,2.45,31.87,1.9,0.72
57.88,4.44,1.62,2.57,192.98,2.49,89.1
51.37,4.84,2.04,2.65,141.25,2.55,13
117.27,5.42,2.28,1.81,203.95,0.98,5.48
55.3,4.35,1.53,2.54,137.9,2.49,26.8
81.67,3.06,1.06,1.92,192.98,3.03,117.2
155.94,7,3,2.15,106.07,0.26,2.06
91.89,5.01,4.96,1.62,76.91,1.84,7.85
70.04,7.01,3.01,2.08,95.54,0.75,8.45
50.3,3.97,1.4,2.54,121.33,2.55,92.8
90.06,4.21,2.17,1.9,124.91,2.32,15
59.29,5.28,2.39,2.56,128.24,2.32,21
105.73,5,4.11,1.8,28.85,0.45,8.6
51.1,3.99,1.38,2.52,121.33,2.55,83.4
167.02,4.99,1.99,2.21,92.38,0.71,0.82
127.27,4.97,1.98,2.04,92.38,0.55,2.06
51.96,4.01,1.39,2.5,121.33,2.55,33
46.68,3.99,1.38,2.52,121.33,2.55,80
53.46,4.05,1.43,2.52,124.91,2.55,28.9
54.26,4.65,1.6,2.5,146.5,2.55,14.85
85.98,4.75,4.25,1.56,45.04,0.27,9.7
55.9,4.19,1.59,2.5,128.24,2.55,9.2
94.35,2.73,1.18,1.8,192.98,2.55,109.3
122.67,4.86,1.95,2.03,19.73,0.17,1.88
120.34,2,0,1.5,160.51,1,1.6
59.15,4.36,1.56,2.56,192.98,2.49,91
56.3,4.4,1.54,2.55,122.91,2.49,9.6
56.6,4.53,1.92,2.52,141.25,2.55,91
56.61,4.01,1.4,2.52,158.97,2.55,77
88.34,4.52,4.03,1.66,48.99,0.36,16.1
95.17,5.67,1.89,2.03,181.41,1.06,3.01
136.93,5,4,1.55,88.04,0.1,6.25
60.23,3.82,1.32,2.45,158.97,2.55,18
76.24,5.73,2.54,2.04,124.12,2.32,40.2
51.7,4.03,1.39,2.51,121.33,2.55,73
73.57,4.71,1.57,1.96,106.85,1.48,4.77
100.96,5.03,2.03,1.8,164.13,0.98,1
15.51,3.86,1.95,2.47,73.46,1.73,31
56.65,4.41,1.55,2.55,131.97,2.49,36.5
111.93,2.41,0.66,1.74,188.38,2.55,60.1
53.29,7.47,1.53,1.95,158.12,1.3,7.39
67.56,6.45,3.69,2.08,149.35,2.27,5.5
51.03,4.19,1.47,2.52,121.33,2.55,32
52.23,4.79,2.72,1.67,51.93,1.25,18
51.89,4.07,1.42,2.51,142.93,3.44,92.1
52.62,4.5,2.5,2.19,77.22,1.71,10.7
212.1,6.36,3.93,1.45,182.18,0.53,1.4
104.64,4.55,3.64,1.76,25.8,0.36,2.8
51,5.03,3,1.63,7.99,0.25,4.52
57.93,4.67,1.61,2.5,146.5,2.55,83
106.55,5.15,4.85,1.71,90.93,0.76,5.32
79.3,4.8,4.4,1.69,80.9,0.95,4.5
83.35,5.83,2.83,1.92,146.88,1.1,6.19
57.88,4.43,1.56,2.55,122.91,2.55,17
60.46,4.43,1.63,2.56,192.98,2.49,70.6
74.87,2.11,0.56,1.62,121.33,2.55,107
44.87,5.86,2.43,2.95,170.21,1.9,5.71
